epoch,train_nll,train_nll_pitch,train_nll_rhythm,eval_nll,eval_nll_pitch,eval_nll_rhythm,train_accuracy_pitch,train_accuracy_rhythm,eval_accuracy_pitch,eval_accuracy_rhythm
1,24.03298505056988,23.340045770009358,0.6929392805605223,7.895692217350006,7.249897480010986,0.6457947373390198,0.02761059047042435,0.6649576822916666,0.04667563091525199,0.685400390625
2,10.406347342512824,9.762803532860495,0.6435438096523285,5.359406280517578,4.730718326568604,0.6286879539489746,0.05488091993443698,0.690481474905303,0.06917141276090558,0.694140625
3,7.770166705955159,7.151449629754731,0.6187170762004275,4.3854398965835575,3.7645692348480226,0.6208706617355346,0.06076981730292845,0.7056662819602273,0.07266732449614424,0.703515625
4,6.102947004816749,5.498245412653143,0.6047015921636061,3.5234399914741514,2.906823205947876,0.6166167855262756,0.06503031329854858,0.7129091205018939,0.08507719076210603,0.7056640625
5,4.907210471052112,4.310302116654136,0.5969083543979761,2.9471611857414244,2.3381794929504394,0.6089816927909851,0.0703823610459313,0.7167376893939394,0.08215787935750776,0.707763671875
6,4.028486448707002,3.4365595398527202,0.5919269088542822,2.7276177048683166,2.117310953140259,0.6103067517280578,0.07459450994674685,0.7209361683238636,0.09862624270286693,0.705224609375
7,3.424269243623271,2.834568973743554,0.5897002698797168,2.617711293697357,2.004705882072449,0.6130054116249084,0.07965739243907495,0.7216944839015151,0.09803274006180514,0.702880859375
8,2.9610654783971384,2.373892291025682,0.5871731873714563,2.3758286952972414,1.7640907287597656,0.6117379665374756,0.08543658017421671,0.7228412050189394,0.1054152997517549,0.70341796875
9,2.608788886756608,2.020519556421222,0.5882693303353859,2.230958354473114,1.6178272485733032,0.6131311058998108,0.08966510594574718,0.7228523023200758,0.10437237698229067,0.702734375
10,2.339007971864758,1.7526501308787952,0.5863578409859629,1.957785677909851,1.3485856294631957,0.6092000484466553,0.09512788646649144,0.7244910037878788,0.10523827904628888,0.7037109375
11,2.1301333010196686,1.5440424048539363,0.5860908961657322,1.8807335495948792,1.2697826623916626,0.6109508872032166,0.10137017215682038,0.7241543856534091,0.09722306195521155,0.704296875
12,1.9759554375301709,1.3901805751251453,0.5857748624050256,1.8005906224250794,1.183141565322876,0.6174490571022033,0.10613679548401078,0.7244096235795454,0.09413278215611166,0.699462890625
13,1.8519050298315105,1.265772645220612,0.5861323846108986,1.719896137714386,1.1098251342773438,0.6100710034370422,0.11105101966986244,0.7243171460700758,0.09981435417531863,0.702685546875
14,1.7541586630272143,1.1694180929299556,0.5847405700972585,1.6585728526115417,1.0434010982513429,0.615171754360199,0.11921683555694339,0.7246722597064394,0.10791689231947202,0.69951171875
