epoch,train_nll,train_nll_pitch,train_nll_rhythm,eval_nll,eval_nll_pitch,eval_nll_rhythm,train_accuracy_pitch,train_accuracy_rhythm,eval_accuracy_pitch,eval_accuracy_rhythm
1,11.26696745577014,10.098489672020264,1.1684777837498743,3.6310415812160657,2.890971729720848,0.7400698514952175,0.06111596327321385,0.5666916926104323,0.05795357336349222,0.6289416326992754
2,2.0172129017966136,1.304112591614998,0.7131003101816153,2.6757739220840344,2.0054698975189873,0.6703040245650471,0.08508775709928262,0.6559079583724937,0.047050065609371035,0.6783854166666666
3,1.5581343802891876,0.8812104443410286,0.6769239359481591,2.0945131182670593,1.4282131246898486,0.6662999935772108,0.11145765329242677,0.6749062597901002,0.06748994552326837,0.6781341995018116
4,1.4103360952888815,0.7496097677184227,0.6607263275704587,1.8567126928896145,1.194119690121084,0.6625930027685304,0.13200122344391887,0.6824923637218046,0.08248777941624291,0.6704915364583334
5,1.3373582772070305,0.6883783337839863,0.6489799434230441,1.7596390800199646,1.10499582256096,0.6546432574590048,0.14609979568965192,0.6877410812186717,0.08502306012487043,0.6749179121376812
6,1.2952649306160466,0.6550347164534686,0.640230214162578,1.6133513070534968,0.9625656043273815,0.6507857027261154,0.1537164876178039,0.6915512658599624,0.09783803826817175,0.6775468466938406
7,1.2661983455183512,0.6324872516450428,0.6337110938733084,1.462170540422633,0.8244497750116431,0.63772076541099,0.16161509689942902,0.6951249583920739,0.11530075625519728,0.6885402513586957
8,1.2451132248741643,0.6159858406710446,0.6291273842031196,1.399000172165857,0.7584138002948485,0.6405863718710084,0.16747110020692935,0.6976364250469925,0.12315603474557762,0.6853381170742754
9,1.227860226106823,0.6028411807795814,0.6250190453272415,1.3266234933466152,0.6981842362362406,0.6284392571103745,0.17290991047835014,0.6996106599506579,0.1335323053364167,0.6963704427083334
10,1.2130313505579655,0.5913752073557454,0.62165614320222,1.2614810285360918,0.6384164647779603,0.6230645637581314,0.17861869674549796,0.7014190750313283,0.14583697937172585,0.69775390625
11,1.2008560790976786,0.5822382942402273,0.6186177848574511,1.2548074609991433,0.6347552866175554,0.6200521743815878,0.18329730061695518,0.7031500871318922,0.14626078444369103,0.7012461786684783
12,1.1897910176811362,0.574229246467576,0.6155617712135601,1.2423057841218037,0.622835275919541,0.6194705082022626,0.18772335538320378,0.7050744537124061,0.1512484327771248,0.7021307461503623
13,1.1798553946322965,0.5669888674764705,0.612866527155826,1.1921487005724423,0.5796609335187553,0.612487767053687,0.1917056824240482,0.706923864837876,0.16830151943325833,0.7029339334239131
14,1.1706709639545072,0.5604876005335858,0.6101833634209215,1.1859167697636976,0.5686379088007886,0.6172788609629092,0.19565197027596082,0.7084774313713973,0.17031328235940685,0.7015929291213768
15,1.1626740072977573,0.5548999032803944,0.6077741040173629,1.1546049066211865,0.5448634287585383,0.6097414778626483,0.20070023962916833,0.710004687010495,0.18468803633178457,0.7081811877264492
16,1.1554060782630342,0.5501274711879572,0.605278607075077,1.1440651658652485,0.5336555829946545,0.610409582870594,0.20402245470839425,0.7117500783208021,0.1890928540625283,0.7082837975543478
17,1.1481629438642273,0.545134045090293,0.6030288987739343,1.141299242126769,0.5304028422072313,0.6108963999195375,0.2082918022842125,0.7128444279644424,0.19323462312692322,0.7060122282608695
18,1.1410934219981794,0.5403301767015218,0.6007632452966576,1.1366135335486869,0.5266024319158085,0.6100111016328784,0.2122348615891102,0.7144056430137845,0.1923674391513126,0.708786231884058
19,1.1351214033693897,0.5365886307673944,0.5985327726019952,1.129264246294464,0.5219836075236832,0.6072806387707808,0.21545867474129904,0.7156667303023183,0.19804706339697964,0.7105376754981884
20,1.12899962198316,0.5326517945468277,0.5963478274363324,1.137358201154764,0.526487557352453,0.6108706438023112,0.21832907679234606,0.7170911898887845,0.1936133354010366,0.7086553158967391
21,1.1161866650769585,0.5222098362774479,0.5939768287995106,1.1228544137616088,0.5160802702109019,0.6067741435507069,0.2285681029231774,0.7185811207706767,0.2001526298921322,0.7096991055253623
22,1.1121582149114824,0.5191068628751544,0.593051352036328,1.1242762354836948,0.5171615101289058,0.6071147253547889,0.23090868192181827,0.7194383664238722,0.20084906898535537,0.7106544384057971
23,1.1088527693485557,0.5171636168968707,0.5916891524516849,1.1237275466538859,0.5149981185146,0.6087294281392858,0.23286649701765916,0.7202081130560777,0.2003659356180099,0.7105058310688406
24,1.1057659827527546,0.5152688492509655,0.590497133501789,1.1168495839920596,0.5125739704007688,0.6042756135912909,0.2348943753153651,0.7209261557213346,0.20352391099052008,0.7105942878170289
25,1.1028618499599303,0.5135254564888794,0.5893363934710509,1.1201298176378445,0.5148208970608918,0.6053089205769525,0.23618801414670718,0.7218944578242481,0.20296170241744366,0.7102616904438406
26,1.1001139688760715,0.5118993624559321,0.5882146064201393,1.119721651941106,0.5143603190131809,0.605361332927925,0.23855711647184422,0.722610664845708,0.20184654017930184,0.710601364356884
27,1.0970337946612136,0.50977683515477,0.5872569595064435,1.1159641168255736,0.511746071818946,0.6042180450066276,0.2397044420460995,0.7231338233278509,0.2019890213960631,0.7087508491847826
28,1.0938971677893086,0.507936227179709,0.5859609406095997,1.1149769762287969,0.512073954810267,0.60290302141853,0.24227188256785448,0.723775074894267,0.20364771845731677,0.7109905740489131
29,1.090804217490636,0.5057952792049948,0.5850089382856412,1.116905082827029,0.5149288574854533,0.6019762253415757,0.24384923501705202,0.7243245442708334,0.20073071689435462,0.7086447010869565
30,1.084204016136645,0.5003589369300613,0.5838450792065838,1.113424419492915,0.5108908604884493,0.6025335590044657,0.24962935172839723,0.7253788156915727,0.20471540762422843,0.7094301970108695
31,1.082090156904438,0.4988696566575153,0.5832205002469227,1.1129488690175873,0.5113912168620289,0.6015576521555582,0.251425845937039,0.7256027642348057,0.20378549391091202,0.7094372735507246
32,1.0801367696589397,0.49757123071896403,0.5825655389399755,1.1128439216510109,0.5102308811484904,0.6026130405025206,0.252391188545941,0.7258970791235902,0.2028498052334292,0.7093240489130435
33,1.0781590552034235,0.49627100416741576,0.5818880510360077,1.110721794159516,0.5094181865021803,0.6013036076573358,0.25378629477754977,0.7265588287124061,0.204115159014467,0.7086199331974637
34,1.0768608767212482,0.49542913016370665,0.5814317465575417,1.1148006803747537,0.5138269878815913,0.6009736924931623,0.2545973459396499,0.7269681772791353,0.20025019629485172,0.7085703974184783
35,1.0728926599249804,0.492203110142758,0.5806895497822224,1.1130731330401655,0.510964270087256,0.6021088629529097,0.25753689026143156,0.7270865763040414,0.2045053236634216,0.7084217900815217
36,1.0712078785463084,0.49084118606153887,0.5803666924847696,1.110028499710387,0.5086995661258698,0.6013289335845173,0.259749068713483,0.7274592119948309,0.2064120887160174,0.7091188292572463
37,1.0704883412460338,0.4900469828518411,0.5804413583941925,1.110061884790227,0.509049641913262,0.6010122428769651,0.26048103365043407,0.7274956189301378,0.2061416735505026,0.7094160439311594
38,1.0700548681101405,0.48970491022693186,0.5803499578832086,1.1123310405275095,0.5109985177067743,0.6013325228207353,0.26016611889133007,0.7273582515859962,0.2047069134568927,0.7094301970108695
39,1.068989065132643,0.48906971420859335,0.5799193509240497,1.1106453270151995,0.5095289427301158,0.6011163842850837,0.261707623426099,0.7278759031367481,0.20559104747678378,0.7093523550724637
40,1.068564491089723,0.48885186558080496,0.5797126255089179,1.1112145038618557,0.5096034390338953,0.6016110648279605,0.26197145685567186,0.7279413744321742,0.20524086415981255,0.709320510643116
41,1.068442263997587,0.48851056740546883,0.5799316965921182,1.1104731050090513,0.5094490984211797,0.6010240065878716,0.26237309437708245,0.7277611753994361,0.2056862057022963,0.709670799365942
42,1.0681340175314356,0.48834376126751866,0.579790256263917,1.1107867187347964,0.5093499111092609,0.6014368076255356,0.26236139684349735,0.7280310150375939,0.20557274871896664,0.7091612884963768
43,1.0679499113694169,0.48818666123806087,0.5797632501313561,1.1106906801030256,0.5093944746515026,0.6012962054515231,0.26253304294621277,0.7276470595433897,0.2056381247795896,0.7092037477355072
44,1.068213628983139,0.4882313841790484,0.5799822448040908,1.1103607489578966,0.509329948304356,0.6010308006535405,0.2631550553887646,0.7273958822838346,0.20586278442671696,0.7094125056612319
45,1.0674526885263902,0.4876257105354677,0.5798269779909224,1.1105552285477736,0.5094160994757777,0.6011391290719958,0.26387706487576845,0.727559254581767,0.20556896409610698,0.7092214390851449
46,1.067636067257788,0.4878879943885899,0.579748072869198,1.1107856523299562,0.5095716969690461,0.6012139553609102,0.26267917664120627,0.7278165506539787,0.20525386167967236,0.7094125056612319
47,1.0675350942259145,0.48780566076736404,0.5797294334585505,1.1111094787500906,0.5099619316018146,0.6011475471482761,0.2629237788973907,0.728105664552005,0.2050249532979388,0.7093028192934783
48,1.067259251137724,0.48764694532505554,0.5796123058126684,1.110882845909699,0.5096991593423097,0.6011836865673894,0.26356598527889424,0.727859688283208,0.20571657851505784,0.7093240489130435
49,1.0671968618431187,0.48749838586439165,0.579698475978727,1.1114723863809004,0.5101541332576586,0.6013182531232419,0.26347478405522035,0.7280808833607456,0.2050807848701452,0.7091683650362319
50,1.0670307638651149,0.4874330086815626,0.5795977551835522,1.1110588761343472,0.5098001827364382,0.6012586933979089,0.2635239269621148,0.7279961378054511,0.20511519289968644,0.709274513134058
51,1.0669674448351514,0.4873165913617103,0.579650853473441,1.111092477173045,0.5097902067329573,0.6013022704400878,0.26454179659016575,0.727950858591792,0.2057518159709102,0.7093948143115942
52,1.0670688749106605,0.4873985535742944,0.5796703213363662,1.1113451023896534,0.5099304573259492,0.6014146450637043,0.26330522490879515,0.7279447397791353,0.20543540562598916,0.7092674365942029
53,1.0669129936766804,0.4874657405199562,0.5794472531567242,1.1109914192254993,0.5097182444904161,0.6012731747350831,0.26341413255032964,0.7279765576049498,0.20588641962163923,0.7093877377717391
54,1.0668221775601083,0.4873872765697035,0.5794349009904048,1.1108771139296933,0.5098559329475182,0.601021180982175,0.2636661977876031,0.7280294853344298,0.20594972716317902,0.7094549649003623
55,1.0665551770599861,0.4871818252225269,0.5793733518374594,1.110539047614388,0.5093662911567135,0.6011727564576743,0.263779592676113,0.7279569774044486,0.20637580187930132,0.7095151154891305
56,1.0664036012532419,0.4870505339295643,0.5793530673236775,1.1111875055492788,0.510104447171308,0.6010830583779708,0.2636000821154806,0.7281769487194549,0.2053341677911895,0.7094974241394928
57,1.0666678439928476,0.4872358219142546,0.579432022078593,1.111407945121544,0.5098465966141742,0.6015613485073698,0.2635436498868898,0.7279441278978697,0.205814935823169,0.7093700464221014
58,1.0663402594420546,0.4869670675960101,0.5793731918460444,1.1108439979345903,0.5097405513127645,0.6011034466218257,0.26354861720857903,0.7278835516525689,0.20569647206582187,0.7094655797101449
59,1.0663574230028574,0.48702689650512876,0.5793305264977285,1.111215337894965,0.509976488524589,0.601238849370376,0.2635617635976039,0.7280931209860589,0.20555728525452685,0.7092780514039855
